Id,SalePrice
1581,140959.18087583556
1582,125263.74094553474
1583,344166.54675963783
1584,223031.63238215123
1585,129865.25065009974
1586,85779.35855860064
1587,87136.79166763823
1588,140915.23997915265
1589,103424.04162851513
1590,135001.8247824434
1591,87760.78208927874
1592,126452.94697353763
1593,130612.91033357046
1594,108652.8348556912
1595,103811.55480881133
1596,229861.99667547015
1597,172165.03025921652
1598,193819.33695374517
1599,184139.39297608915
1600,185416.04303680704
1601,69181.89376352105
1602,105581.14241452694
1603,70229.19592720897
1604,276075.12359430373
1605,252829.97634210464
1606,161276.40339001422
1607,176769.75954022192
1608,223809.79883833625
1609,194857.53277795264
1610,151487.48774430668
1611,145609.46767719905
1612,179489.49172109665
1613,170906.0646191562
1614,112503.54788737492
1615,74114.30995166811
1616,60798.29966899903
1617,95089.54414697606
1618,127796.32657885505
1619,141034.6488911312
1620,151452.34593249188
1621,132397.93634455084
1622,139917.66922328682
1623,306755.3923200477
1624,202079.0774295556
1625,133133.0603807898
1626,169304.13847422632
1627,187752.12035859204
1628,275052.89743960387
1629,181421.53028662564
1630,356970.9471810521
1631,228916.73181664705
1632,246889.7523687573
1633,168094.2598978309
1634,178035.99502200176
1635,184884.1671306799
1636,158415.44672251577
1637,181678.14560692667
1638,212634.40088250593
1639,175778.9589075446
1640,246496.06331383146
1641,173725.44876495656
1642,210321.88777392442
1643,215485.81487909323
1644,216347.9072906682
1645,194153.87097803855
1646,150765.74985258662
1647,165759.46501546394
1648,126280.58035606974
1649,139099.6881371569
1650,122922.78064013667
1651,132984.03762236453
1652,94100.34036912257
1653,98910.57338929706
1654,150145.367073175
1655,155744.90097342507
1656,144637.57613718236
1657,150537.64412663144
1658,142860.25108565995
1659,144404.95425916451
1660,147785.48047483357
1661,440426.6231826961
1662,440842.98140756565
1663,383175.1775010454
1664,415256.7914305456
1665,312146.3613900888
1666,297782.92949825356
1667,385134.11397079163
1668,334444.57641059975
1669,304477.95416161517
1670,362685.94243805925
1671,244101.86217856043
1672,415354.03696634725
1673,297181.09226331185
1674,245800.0269133064
1675,180134.77942930913
1676,178824.22843945847
1677,216042.85002787533
1678,431565.84278168745
1679,367613.3192006107
1680,317289.81167345867
1681,267334.3776274563
1682,291937.3077251759
1683,176622.43454499103
1684,176235.48582940872
1685,165255.48313502685
1686,172421.00797414314
1687,171972.4987544889
1688,185134.5344261351
1689,188597.28854931914
1690,186170.1521182494
1691,178669.12888608166
1692,275365.56444141583
1693,168590.5934406167
1694,178979.26773124767
1695,169270.74318499464
1696,275908.3331322136
1697,173791.28632192727
1698,384524.53883853916
1699,316662.33371115685
1700,232631.85079194437
1701,251013.5844287814
1702,265732.17291127524
1703,254682.47663965376
1704,301359.3498759816
1705,234764.62978191327
1706,418603.6456678769
1707,203160.46439390068
1708,199418.072901508
1709,322570.4448802042
1710,220473.83179610904
1711,246416.405374837
1712,250542.83359699804
1713,251369.14819752448
1714,204698.39166155265
1715,194831.33981576635
1716,182440.6282566231
1717,170177.13229487385
1718,133567.29474454804
1719,194540.0574485907
1720,243606.3599440335
1721,168838.83448542462
1722,122935.90883830533
1723,149112.2866219826
1724,209916.71403985564
1725,232747.99202682363
1726,175791.61593275706
1727,141408.3249089169
1728,190262.67341802098
1729,152067.25368949858
1730,164979.433817712
1731,114172.58595331272
1732,121167.68172997232
1733,108675.82308130884
1734,129956.83420813804
1735,130531.88809042089
1736,109281.59938126763
1737,360794.49071264826
1738,201244.6376565776
1739,274416.4501145118
1740,210161.963267246
1741,180596.50929367513
1742,160697.30224407653
1743,167310.60784131088
1744,299406.2560201435
1745,200970.9452821526
1746,234472.4099303477
1747,217291.97321202076
1748,216654.96709468038
1749,149955.24623502593
1750,134980.39439283262
1751,235630.9058130614
1752,113057.89705645229
1753,146360.61629874914
1754,211837.15387693894
1755,159701.1761361994
1756,135871.92838111732
1757,118468.55393528957
1758,140517.17140830838
1759,169999.14133595134
1760,168871.32604926566
1761,151676.86213611948
1762,170903.641184494
1763,170324.36643123193
1764,113859.60136316165
1765,177608.51348008838
1766,191607.68854667727
1767,241209.0115100534
1768,144273.42502278212
1769,181652.52039313092
1770,152106.75742610014
1771,133587.9005195808
1772,139091.20123079806
1773,133710.45605846282
1774,131723.32686878848
1775,134211.66379846758
1776,126379.02173816046
1777,102970.44270879871
1778,134252.36834241345
1779,102710.09698036769
1780,194159.71635493182
1781,129033.06495012817
1782,91464.01079988648
1783,129668.94658826009
1784,89377.17316522988
1785,104150.68272702371
1786,161926.95205014115
1787,169918.57806510225
1788,49533.23672504234
1789,93457.81738781121
1790,79467.40346936864
1791,169612.28194952395
1792,163882.23043489346
1793,123212.02863147574
1794,141549.47298794592
1795,135295.6492738762
1796,112295.3556672288
1797,121623.05831326405
1798,116524.41414073677
1799,112193.39671267322
1800,113868.32661984902
1801,140298.85441596288
1802,165150.4276854773
1803,146860.94360059442
1804,129531.95329749545
1805,129426.08860230989
1806,106778.63399509863
1807,137421.94443137798
1808,129001.40908249684
1809,114591.82983999849
1810,139009.719492904
1811,82268.53949605222
1812,93851.11254460357
1813,117976.99201507925
1814,88845.18801974396
1815,53588.13138117321
1816,82320.29308453618
1817,100135.99573384222
1818,155112.7890318142
1819,110034.19902272336
1820,60276.84104051628
1821,105440.1244207865
1822,143619.6964451334
1823,49413.73601459671
1824,126472.87279541917
1825,117103.26980620381
1826,90367.86654457041
1827,102725.3222152619
1828,130165.62980494552
1829,106403.94474494822
1830,137749.0652706446
1831,177830.33953337203
1832,85114.0729677488
1833,153578.7432996567
1834,117075.69394999337
1835,157725.51404692978
1836,123760.6997566779
1837,87326.11067548752
1838,135557.64141363397
1839,78476.60448016354
1840,140279.64603586984
1841,135670.92659076475
1842,62316.31594822842
1843,132111.64654015127
1844,121559.18405256183
1845,128554.84738164776
1846,152364.3897383353
1847,149961.75076282973
1848,51740.367590609916
1849,114100.42933299474
1850,125699.71923886002
1851,142648.0447775572
1852,118383.45668796661
1853,119665.13076324314
1854,161633.9984652387
1855,135165.90744018828
1856,210253.75453254787
1857,156537.18932346304
1858,132387.18685100487
1859,120521.93512697695
1860,144040.66143173628
1861,120521.93512697695
1862,292285.5373376762
1863,292807.1907000158
1864,292807.1907000158
1865,321328.4058819314
1866,335065.4952389727
1867,257096.40605325645
1868,313812.88713710924
1869,201767.58835506337
1870,259080.97978149308
1871,250378.41895011324
1872,166286.74983691
1873,217221.3763600183
1874,140324.35854771937
1875,214037.28417937676
1876,189248.92063725195
1877,214982.74981657864
1878,211655.57359076105
1879,124536.48652133172
1880,130045.05617387801
1881,223420.36221653706
1882,250601.72503531975
1883,190994.053275681
1884,202763.60093171237
1885,251300.1072600903
1886,309084.53029280476
1887,214493.26245319718
1888,287580.74466334545
1889,167474.95048847227
1890,120089.35088082473
1891,130374.10885504977
1892,103244.48768089448
1893,118245.61942796284
1894,120779.86005293098
1895,135506.68449170858
1896,123165.7148036357
1897,114376.88112372716
1898,107016.42331341474
1899,136210.97775105239
1900,151101.73148778634
1901,153009.05462011078
1902,134299.05726909908
1903,208818.65624967084
1904,131093.0430172864
1905,184708.69469185555
1906,149067.26773193092
1907,202646.24210334147
1908,109179.24554833455
1909,132649.32715429968
1910,120496.19804699952
1911,197402.0761225679
1912,286098.0942331168
1913,151700.25180180845
1914,65168.46845616007
1915,289099.4258665538
1916,63031.607416615945
1917,271235.52861199394
1918,137777.90191102555
1919,155821.22332131758
1920,159843.52985167253
1921,455523.5242146473
1922,341181.952802462
1923,204858.53340748028
1924,201284.00614910005
1925,221311.41894104824
1926,409874.0351945311
1927,134826.17245538885
1928,170885.416072671
1929,113403.7363998231
1930,127233.65121263961
1931,140585.7248826612
1932,130175.06343439555
1933,161668.0390197402
1934,177537.64918285093
1935,174994.83170362844
1936,178924.40470488204
1937,183791.0724359431
1938,176810.01065240547
1939,238876.2043743388
1940,192729.91238741862
1941,175170.48991754066
1942,180367.86293591422
1943,199550.07349096998
1944,326165.068837791
1945,386727.0307746891
1946,159489.6896789972
1947,301173.635034443
1948,193433.66624320013
1949,222601.0450472695
1950,177365.7782568473
1951,258205.09097349562
1952,206241.2407023014
1953,161396.7674537512
1954,194062.62562064748
1955,125155.72653433331
1956,276576.1690450805
1957,159646.25397618714
1958,292561.46829492395
1959,128042.02857143778
1960,118988.61988855698
1961,118703.7362572338
1962,93303.70092167403
1963,98083.61984561315
1964,108513.34741576816
1965,144729.19613739612
1966,154692.69291821084
1967,271598.79511723446
1968,415936.12433688197
1969,405041.6081279627
1970,451276.65444622847
1971,448911.90434941795
1972,378235.1101284315
1973,272271.16507447656
1974,308988.52816491213
1975,399156.8217204221
1976,262883.99156445125
1977,372023.0854342704
1978,385712.1673437713
1979,328910.269391017
1980,187672.4307809762
1981,342147.6845898894
1982,228474.0341243908
1983,208995.61415241763
1984,169137.76193736194
1985,208312.54987400232
1986,210388.23260847916
1987,168073.81922605826
1988,171818.0540386968
1989,196142.45691132438
1990,218566.2079400251
1991,245953.29084091252
1992,208825.28739203
1993,173221.55903300163
1994,237638.67556798962
1995,191811.5682627771
1996,243018.6859361921
1997,314564.26214468194
1998,357064.07320302195
1999,243683.46713343932
2000,314879.9393273655
2001,257595.88199599317
2002,236583.92360918247
2003,246611.87355172975
2004,260539.6838914448
2005,241199.23731806086
2006,227274.63518642372
2007,248919.0232729414
2008,208388.982949064
2009,179463.85059737382
2010,195979.29490493174
2011,144232.27657261473
2012,176804.15338742695
2013,174373.59400634546
2014,174964.62400965096
2015,198560.08031187716
2016,181683.1134291472
2017,186762.23825049994
2018,108585.44052866155
2019,133906.54189208357
2020,112304.10631697664
2021,113439.56023580805
2022,188723.27097032772
2023,138068.60828241138
2024,212370.41340676998
2025,353753.16243616
2026,169771.6763787581
2027,142422.7396447118
2028,165637.59256717676
2029,165726.82601180908
2030,273018.14736937976
2031,249803.58216379682
2032,266169.2062153182
2033,269008.8309395736
2034,162268.43445169175
2035,201337.57064390372
2036,188597.0464590771
2037,196992.98067633127
2038,288512.5545136758
2039,218477.70047246048
2040,341073.5444004232
2041,260766.78614613126
2042,196979.16893237852
2043,165039.25824570094
2044,171843.5078576847
2045,197409.24883726583
2046,138070.62391934465
2047,147829.37166935255
2048,142068.07291185937
2049,136290.07929397232
2050,179685.25143396904
2051,103242.35306483263
2052,128075.44866425726
2053,142774.32333662713
2054,78780.86249485149
2055,160466.4918767538
2056,132279.88159143494
2057,109741.05252644817
2058,225557.31488262018
2059,130089.53138122577
2060,177417.33234721777
2061,184304.3735746947
2062,130891.39899559646
2063,106955.18036201848
2064,137562.55414367196
2065,116700.9437737492
2066,164059.22267011972
2067,95734.65044493652
2068,145109.96027571932
2069,83154.21250814339
2070,104329.28178662162
2071,88974.6278880322
2072,126179.1885220306
2073,140760.92416614908
2074,200270.47614732105
2075,147135.37233094822
2076,125347.48642395083
2077,142630.65144601034
2078,116738.14946442013
2079,134738.84992989094
2080,116299.73100957324
2081,121732.88537740894
2082,121689.29757045419
2083,138168.54329267557
2084,104966.0444066541
2085,113768.86999218557
2086,140045.85243541797
2087,124385.4644091712
2088,95986.46586544352
2089,65547.52686579427
2090,125688.10385696893
2091,113426.74389282064
2092,123446.94352107724
2093,123310.20350222905
2094,128394.25701535097
2095,145984.42638928234
2096,71660.34238495596
2097,80963.6451213389
2098,141416.15053933606
2099,62393.2176938155
2100,86693.8490659634
2101,132357.9103812029
2102,134757.86760328186
2103,93710.77095075851
2104,134396.93656591608
2105,110036.6401179582
2106,60491.47487708699
2107,243078.20965136794
2108,116264.28874039803
2109,110741.10179285066
2110,114430.917748062
2111,151801.28198229612
2112,127572.57397551854
2113,118262.43324182276
2114,106692.15774816467
2115,147824.6418963172
2116,114635.99546126057
2117,147377.80886528018
2118,115885.91799072488
2119,86007.84185263139
2120,103369.45220433151
2121,107682.72867613344
2122,87786.08308803385
2123,79794.99580572016
2124,185747.10912418825
2125,132264.4451171432
2126,137330.19281146614
2127,151935.83896860664
2128,124982.5985686152
2129,99292.46082483564
2130,143326.4238008138
2131,167735.13388148363
2132,120985.96955213467
2133,116115.41562889185
2134,118968.71458424453
2135,91653.58056853683
2136,61007.427521775266
2137,123510.8600459836
2138,132634.17188435138
2139,154089.06915222638
2140,135842.84383183863
2141,134879.52903606082
2142,119336.91532277064
2143,126593.22872100546
2144,127597.7537501896
2145,129728.54121336737
2146,162370.04231244238
2147,144280.11420595596
2148,120189.53611121514
2149,133296.1176287838
2150,203460.736105228
2151,122625.65241291092
2152,189340.16015482816
2153,165519.3513488435
2154,98605.37226858299
2155,131481.61734479634
2156,228046.46377770038
2157,224605.23050456724
2158,236025.279077694
2159,215313.44206456176
2160,170210.52930872564
2161,242168.48025129765
2162,383249.75408271584
2163,337534.1781129891
2164,247019.4010054707
2165,166591.5774894044
2166,138690.91276958716
2167,221663.63260634086
2168,191621.4585736899
2169,193512.57291996255
2170,212780.31815343126
2171,151747.94436224768
2172,140847.28113481388
2173,164196.32442501196
2174,230842.69518047356
2175,316323.74877984275
2176,304141.92389464244
2177,237687.03248902535
2178,213697.62254586464
2179,129865.25065009974
2180,225590.88535483493
2181,188891.2974635331
2182,215553.76697157315
2183,186866.88570454664
2184,130001.27340108927
2185,120704.59431698159
2186,136393.89839638767
2187,144981.0509061185
2188,155080.06442831244
2189,200474.24826737406
2190,73681.57332660923
2191,76430.30538179405
2192,92478.51081927339
2193,95320.19547047986
2194,96540.51949431999
2195,108726.47742222247
2196,94277.08249440843
2197,109172.70594965671
2198,153427.1209601705
2199,161866.5267202186
2200,126889.93565258342
2201,138860.11779249003
2202,196517.0688698849
2203,135064.601270989
2204,163950.39621085647
2205,94437.13350652323
2206,131350.46189791782
2207,205885.6699043366
2208,246415.14352803535
2209,207060.9276205362
2210,112905.32937167681
2211,124245.49465725067
2212,111272.74548293283
2213,98328.09837751831
2214,127394.62271379391
2215,97581.51691723376
2216,152819.28105795893
2217,100425.70623128643
2218,66507.49290577511
2219,78441.29091535481
2220,69464.68565238651
2221,289099.4258665538
2222,239274.5079531407
2223,279416.6072520057
2224,216683.77837095383
2225,125561.42004053752
2226,197561.19007624546
2227,180058.20303780172
2228,274283.1171661289
2229,240430.86590823057
2230,151487.48774430668
2231,219183.5178063553
2232,182589.129936802
2233,170861.64149984304
2234,259109.68078706352
2235,218590.11608100243
2236,291459.8021417864
2237,371583.23104114295
2238,214084.27980300962
2239,135289.03315050696
2240,162132.44509203397
2241,154507.20457523363
2242,122682.5826948924
2243,122750.81369329827
2244,97560.89316203987
2245,96985.50663629704
2246,149717.50239530313
2247,97463.37691658779
2248,116167.2601696726
2249,119228.22819028744
2250,134892.0799851537
2251,110166.39094566397
2252,180463.17899084985
2253,153811.0669812584
2254,178497.1882252009
2255,189787.10850066962
2256,193063.37263303465
2257,200717.95926029675
2258,171110.73035500533
2259,174057.49635965456
2260,165675.76607245556
2261,190340.2719773353
2262,211227.73824595718
2263,336074.0055184768
2264,395259.68693926017
2265,173709.77107528917
2266,278053.8898265773
2267,352118.54095958074
2268,363916.1346896049
2269,142411.7758813607
2270,179041.54615085863
2271,220827.898361039
2272,192871.37210584796
2273,152753.7470293431
2274,162831.40754834397
2275,178864.37056919266
2276,174555.90159811755
2277,178733.9811299166
2278,146467.54573754242
2279,124370.70931035929
2280,131893.2300326077
2281,160446.13644300765
2282,182579.00156880773
2283,104039.3173088909
2284,101934.76774057127
2285,153436.27922072588
2286,116944.07772701832
2287,336086.93132848374
2288,266958.7379750264
2289,376698.4440580613
2290,441963.57479022
2291,312284.8042002921
2292,419988.75382412254
2293,435717.49094675854
2294,421245.04152990255
2295,412040.3363031756
2296,257219.68624300553
2297,283937.40436642023
2298,322428.59808019083
2299,407027.7476230711
2300,333832.3768878832
2301,258171.31320384427
2302,229702.29168140393
2303,242693.13717826692
2304,237972.1455452559
2305,174917.71666207383
2306,176281.981839642
2307,176964.09388619612
2308,219392.64891603467
2309,274076.69414180773
2310,208379.80448908862
2311,198465.9468334581
2312,169036.85596743898
2313,173957.84458602758
2314,177856.82659742582
2315,169902.42225035923
2316,182518.97421867828
2317,178834.57589657
2318,165637.20442799787
2319,172168.50387828166
2320,186322.53793668633
2321,233339.8819889711
2322,172359.1562374051
2323,178528.2021509078
2324,172137.04397879576
2325,200289.23586621208
2326,168358.5161406997
2327,217641.88985242695
2328,222860.7597377343
2329,179378.50212501734
2330,171403.5945492182
2331,354589.9405300532
2332,401735.20481575065
2333,325856.83690324886
2334,249818.3005515858
2335,250875.0437161426
2336,321621.62150558614
2337,193329.52501281787
2338,266789.38166833814
2339,230476.86937212944
2340,399432.6855907307
2341,200211.28088330754
2342,232666.0493930272
2343,211466.8671417486
2344,230822.02935434063
2345,237613.59796976944
2346,212412.13021076182
2347,185170.51143025453
2348,222609.83590605034
2349,159362.5535729853
2350,263245.59126323427
2351,232564.12458949807
2352,252009.0934676353
2353,226059.27613433296
2354,124951.84841504444
2355,152713.54953619244
2356,146040.29507354283
2357,189659.4974524764
2358,185612.33149497688
2359,113689.5298219496
2360,108043.71949806414
2361,135806.4028029171
2362,256378.3713177399
2363,131388.80062558636
2364,167021.06226313376
2365,217616.3033021746
2366,192705.83589547977
2367,216362.9760576175
2368,204032.03097106176
2369,212746.96861172505
2370,165322.15847634964
2371,157899.35851389737
2372,186818.10683644502
2373,266715.09553757455
2374,305991.7962779994
2375,249691.52009819748
2376,257325.34714698806
2377,341083.9636250581
2378,129097.02891745052
2379,188596.86940958895
2380,130964.67970836455
2381,148335.6959011257
2382,184088.1477456103
2383,197384.00679195335
2384,235742.4518121146
2385,151058.72562489647
2386,124198.78223179998
2387,136110.84801008835
2388,100282.8430556386
2389,129270.36483735124
2390,146186.71154139526
2391,142293.16879362587
2392,115525.71710536274
2393,170472.2267498807
2394,131483.2571163442
2395,216248.95191481244
2396,131446.30940446767
2397,228859.1559867586
2398,140876.99232841187
2399,51030.54354575256
2400,51014.84388830308
2401,106423.9683961204
2402,137664.36320306404
2403,135624.34147477336
2404,147180.1851772893
2405,151524.77768924515
2406,146012.4356286223
2407,118999.11744813148
2408,142269.6673460057
2409,117411.52313595342
2410,176436.28132691424
2411,120950.82364722283
2412,168621.31363220201
2413,129014.62689062371
2414,136164.20992956313
2415,134715.89689789954
2416,126154.71540141926
2417,129713.61167115755
2418,134703.87996164305
2419,114599.3312164602
2420,115328.44019638452
2421,138819.47530816754
2422,117786.60724386778
2423,132254.7923205979
2424,156763.20926855446
2425,194479.19948935206
2426,146770.24375358957
2427,132299.53674625335
2428,180763.11257859768
2429,124401.35948524914
2430,132431.75341817102
2431,104525.2104362499
2432,139072.05044290546
2433,144749.1225084537
2434,135586.10424693624
2435,143874.6430960913
2436,102137.3697427446
2437,109753.49581701162
2438,123978.18277132639
2439,102948.28335598245
2440,121676.85744724894
2441,96101.00397918986
2442,95570.7422475313
2443,112815.12620856278
2444,119775.13251936637
2445,70096.88244434912
2446,123315.62905993914
2447,191336.0042381704
2448,132874.25516670416
2449,103112.67075618953
2450,149482.84325575808
2451,119011.93359981058
2452,211050.4920799462
2453,92998.65711473883
2454,122037.98085555107
2455,115167.83717307563
2456,126427.7910326877
2457,125752.40262879364
2458,116430.85219075377
2459,95255.02169565916
2460,130978.62503913871
2461,105505.29979825982
2462,124005.85744658184
2463,117430.32218340163
2464,169322.84433295805
2465,116187.10160476691
2466,101134.83429846559
2467,149042.73613841756
2468,74765.060494685
2469,72173.85482640043
2470,189187.38475062206
2471,222489.02444476096
2472,169750.46247114424
2473,127653.4166582634
2474,96315.5837358946
2475,234112.6459370199
2476,110254.63474014837
2477,119526.63620896569
2478,161560.96415507095
2479,110943.52806867192
2480,150869.65991735875
2481,119453.78201400592
2482,118285.14799363445
2483,112585.72829253702
2484,111262.94130330312
2485,121975.33975437495
2486,154166.18124580433
2487,190974.68251063672
2488,160509.84634704987
2489,150812.90247635497
2490,163470.67392775512
2491,89777.25055769188
2492,169604.3538193397
2493,155059.92775573768
2494,155121.90572912703
2495,94078.18096893237
2496,214317.15837274326
2497,138586.21742045705
2498,110653.97914920258
2499,95678.20334847807
2500,120420.64663101427
2501,136790.04248694138
2502,150102.46620948738
2503,91353.18540529671
2504,169601.51900529623
2505,224674.7303242446
2506,248642.77198625784
2507,305297.2439984942
2508,248642.77198625784
2509,209207.94627681276
2510,224475.62731151006
2511,175661.0029040816
2512,198772.37333471605
2513,200315.80911282363
2514,235885.15804118046
2515,144677.6172231333
2516,153657.53132992712
2517,130081.5690869573
2518,149739.09673257204
2519,208847.00776897182
2520,202341.1500819859
2521,188777.6119877683
2522,216582.2998866179
2523,117295.5214028108
2524,127143.77563653672
2525,142956.30268074744
2526,128767.60398385339
2527,110902.46993185802
2528,119890.48532256992
2529,127666.96070365462
2530,117096.44725049619
2531,241446.77532086312
2532,218645.46011491425
2533,193923.6718599854
2534,225902.3647880086
2535,322992.6207912868
2536,228673.29548351426
2537,229911.4444902964
2538,171153.7937701037
2539,188776.93630516782
2540,160232.54602525596
2541,177943.50298731693
2542,155662.01121818516
2543,123419.18651183239
2544,120714.13223496493
2545,132402.7821766716
2546,126516.28452505909
2547,131935.68822571784
2548,136647.45439623512
2549,156949.1995795072
2550,323260.85878599476
2551,130548.15260645919
2552,131511.1859288006
2553,65979.18080845794
2554,103958.53279345571
2555,112007.76615854632
2556,95486.04123924082
2557,117643.02825501283
2558,136715.2852903951
2559,134898.05010418152
2560,127949.39860426025
2561,138206.8206171798
2562,116621.99006812893
2563,137687.2108751167
2564,183575.13733795736
2565,129047.10781220219
2566,132313.9798428417
2567,121998.32881033175
2568,188261.0716153398
2569,187270.22665203235
2570,112568.05760477844
2571,181925.6910604257
2572,176423.9510245556
2573,206484.6403808842
2574,237662.16072382106
2575,127862.40817970342
2576,131987.89059821962
2577,166447.0003866004
2578,74755.46958951965
2579,60417.83180555905
2580,135048.03662231317
2581,124686.520647094
2582,119346.42628236098
2583,269278.88751595875
2584,158861.20957785283
2585,184712.80874833587
2586,226706.381246697
2587,207277.8753169572
2588,159857.20283374249
2589,144765.49313927113
2590,199932.0761716344
2591,190708.94300320683
2592,207100.1511551601
2593,249248.95196949932
2594,173885.62677949757
2595,212689.56450251062
2596,343123.7766877671
2597,191992.83371010903
2598,263113.1866912005
2599,327475.7584041511
2600,170886.7662019223
2601,149686.43154705095
2602,76193.65223711148
2603,83886.5318717788
2604,83434.23113816716
2605,69310.6428815952
2606,131596.87135276946
2607,180996.18303837258
2608,198777.9943247791
2609,155017.77348219507
2610,101386.9870354059
2611,144859.71820626842
2612,152534.3130167462
2613,126474.57191285542
2614,122983.25112954722
2615,138182.13624070035
2616,141773.01377877904
2617,186260.77894955143
2618,208010.0550759898
2619,199473.33030359927
2620,179855.2299116026
2621,184970.64486661096
2622,182623.33420942514
2623,239626.23660185427
2624,273644.7727622744
2625,320376.32956586557
2626,170204.58633309056
2627,181192.24349326998
2628,423696.3797278436
2629,556215.934691447
2630,345748.6462630271
2631,432180.9266337949
2632,429382.92323394545
2633,306720.1200130618
2634,403853.42538845766
2635,141656.12543683447
2636,180867.52499948087
2637,168720.17571160189
2638,250634.73007821973
2639,182143.12874631115
2640,145834.7530709122
2641,104478.15395280275
2642,188028.33139757375
2643,96303.57626896667
2644,121772.45650174808
2645,106829.37147687816
2646,98324.67368813742
2647,92950.49745802402
2648,140666.80391098262
2649,152534.3964127027
2650,155849.2878239042
2651,138987.53415893737
2652,408787.49666356086
2653,245933.35249255926
2654,225607.91363538682
2655,401305.03409222653
2656,317798.7727272474
2657,321098.1809444973
2658,261268.84972033193
2659,310113.989461869
2660,348438.81693200243
2661,348521.8883901266
2662,356640.1418108038
2663,269180.6079421969
2664,259270.90590152366
2665,316952.9890499055
2666,268413.85829205025
2667,163148.53750398487
2668,179669.30391514793
2669,159930.4864193742
2670,293880.74020500557
2671,180400.77514415124
2672,179644.14247913763
2673,207105.33006017434
2674,204753.38262420043
2675,158884.61930547017
2676,185175.85207104665
2677,196283.09867952566
2678,244639.7710945541
2679,271837.4276216886
2680,283509.87227366894
2681,411248.07517570764
2682,357463.54034847236
2683,507507.7131682431
2684,325257.01388651674
2685,369274.5830173076
2686,237288.21241663126
2687,303367.9050520665
2688,221324.3228414855
2689,209859.42795246237
2690,451063.2727620466
2691,174203.53891709214
2692,126027.0858334183
2693,185760.45201937653
2694,126288.8687105329
2695,190079.02625832695
2696,183050.59895916164
2697,182796.37049862955
2698,192806.40878145632
2699,160788.79306389854
2700,143440.11910395251
2701,147057.3178206391
2702,103260.9279187971
2703,133959.7736220474
2704,138212.77917395328
2705,117409.81656215037
2706,109514.35079199057
2707,123104.06474975267
2708,136123.59511960065
2709,106041.01285366275
2710,124609.0881868544
2711,282539.02541154117
2712,372343.965891033
2713,160705.49261299902
2714,154701.0635788871
2715,159715.88058604146
2716,149119.51256444625
2717,181880.09056078247
2718,224992.12094392572
2719,150639.2251396334
2720,175838.6930331283
2721,136064.51591700088
2722,149944.64200181092
2723,157405.60966394647
2724,120476.07042188596
2725,124415.71849767653
2726,143794.81765072845
2727,184397.82497024775
2728,163010.12567116512
2729,149753.954618414
2730,147382.924547828
2731,123751.89002864902
2732,119458.15572269351
2733,163680.80322534815
2734,148924.55214915422
